#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:Mito_align_cleaned_outgroups" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:Mito_align_cleaned_outgroups" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.Mito_align_cleaned_outgroups" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <distribution id="BMT_PropInvariablePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <Beta id="Beta.1" name="distr">
#                <alpha id="Function$Constant.5" spec="beast.base.core.Function$Constant" value="1.0"/>
#                <beta id="Function$Constant.6" spec="beast.base.core.Function$Constant" value="4.0"/>
#            </Beta>
#        </distribution>
#        <distribution id="BMT_RatesPrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" lower="0" spec="beast.base.inference.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:Mito_align_cleaned_outgroups" modelIndicator="@BMT_ModelIndicator.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:Mito_align_cleaned_outgroups" lower="0.01" name="rates" spec="beast.base.inference.parameter.RealParameter" upper="100.0">1.0</parameter>
#                <frequencies empirical="false" id="BMTfreqs.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.BooleanParameter">false</hasEqualFreqs>
#                    <parameter dimension="4" id="BMT_frequencies.s:Mito_align_cleaned_outgroups" name="frequencies" spec="beast.base.inference.parameter.RealParameter">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:Mito_align_cleaned_outgroups" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:Mito_align_cleaned_outgroupsx" name="distr"/>
#        </distribution>
#        <prior id="BMT_freqsPrior.s:Mito_align_cleaned_outgroups" name="distribution" x="@BMT_frequencies.s:Mito_align_cleaned_outgroups">
#            <distr id="Dirichlet.1" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.7" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <distribution id="BMT_GammaShapePrior.s:Mito_align_cleaned_outgroups" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:Mito_align_cleaned_outgroups" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:Mito_align_cleaned_outgroups" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:Mito_align_cleaned_outgroups" name="distribution" x="@birthRate.t:Mito_align_cleaned_outgroups">
#            <Uniform id="Uniform.6" name="distr" upper="100.0"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Mito_align_cleaned_outgroups" id="treeLikelihood.Mito_align_cleaned_outgroups" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Mito_align_cleaned_outgroups">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:Mito_align_cleaned_outgroups" hasInvariantSites="@hasInvariableSites.s:Mito_align_cleaned_outgroups" id="BEASTModelTest.s:Mito_align_cleaned_outgroups" proportionInvariant="@BMT_ProportionInvariable.s:Mito_align_cleaned_outgroups" shape="@BMT_gammaShape.s:Mito_align_cleaned_outgroups" spec="bmodeltest.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:Mito_align_cleaned_outgroups">
#                <parameter id="BMT_mutationRate.s:Mito_align_cleaned_outgroups" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Mito_align_cleaned_outgroups" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Mito_align_cleaned_outgroups" lower="6.201923077E-10" name="clock.rate" spec="beast.base.inference.parameter.RealParameter" upper="9.182692308E-10">7.692307692E-10</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BMT_frequencies.1	BMT_frequencies.2	BMT_frequencies.3	BMT_frequencies.4	BMT_mutationRate	YuleModel	birthRate
86500000	-49948.35517986193	-47382.63161553339	-2565.723564328536	-47382.63161553339	1.8861585637166363E8	9.168987733807856E8	0.11937202228756198	3.9072831900100797	0.3823153876306477	0.11937202228756198	1.089341990153472	0.3823153876306477	123143	15	0.8260263738605906	0.44062349196670114	1	1	0.44062349196670114	0.8260263738605906	0	0.19777708265516772	0.06087536838075995	0.18084721580545712	0.5605003331586298	1.0	-2557.1836508889314	1.5090230202687995E-7
87000000	-49956.48542626139	-47376.77128381657	-2579.7141424448205	-47376.77128381657	2.1587978947379106E8	1.0072440620171117E9	0.11999400458673365	3.819382657720426	0.35534956298717246	0.11999400458673365	1.2299302071317368	0.35534956298717246	123143	15	0.9765232283540175	0.47398194317305775	1	1	0.47398194317305775	0.9765232283540175	0	0.20087270475210747	0.05888574745030098	0.1907297174745297	0.5495118303230764	1.0	-2570.8384250684862	1.5615745322246824E-7
87500000	-49941.91570950043	-47378.194815364404	-2563.7208941360204	-47378.194815364404	1.869159310390339E8	9.042029151351924E8	0.12915729042107038	3.8627929548863604	0.3652603376051862	0.12915729042107038	1.1483717890611	0.3652603376051862	123143	15	0.8841086594355922	0.4580821491693425	1	1	0.4580821491693425	0.8841086594355922	0	0.19213662461570732	0.06359258721094553	0.1865280351974289	0.557742752975933	1.0	-2555.0263333489866	1.8875335158927418E-7
88000000	-49937.54424459309	-47361.0009078325	-2576.543336760584	-47361.0009078325	2.0970351187943992E8	9.792338477667656E8	0.23540415314434987	3.77751078918775	0.3428186908405756	0.13238554805456748	1.1690621279321567	0.3428186908405756	123453	28	1.1578439643360248	0.5005541432069595	1	1	0.5005541432069595	1.1578439643360248	0	0.19732758649467172	0.05894267283767759	0.18809364673550277	0.5556360939321626	1.0	-2567.1330791572714	1.7242438902786692E-7
88500000	-49942.40894428667	-47374.38653797252	-2568.0224063141472	-47374.38653797252	1.9914020993442175E8	9.307192632275591E8	0.1380232505051009	3.871155506695266	0.3510505571042577	0.1380232505051009	1.150696878085991	0.3510505571042577	123143	15	1.006254719525563	0.4833549338581036	1	1	0.4833549338581036	1.006254719525563	0	0.19328224835505464	0.06214615077367534	0.1859461852074135	0.5586254156638711	1.0	-2559.0642094206473	1.7812011120847973E-7
89000000	-49934.950034209556	-47359.78262951541	-2575.167404694147	-47359.78262951541	2.1164632725636137E8	9.76194805258809E8	0.14631257362347	3.7648986685197325	0.33507381024238675	0.14631257362347	1.27232856374853	0.33507381024238675	123143	15	0.844950756154416	0.4546168717714939	1	1	0.4546168717714939	0.844950756154416	0	0.1944689712237436	0.05523377671204621	0.1879966771317648	0.5623005749324603	1.0	-2566.5260475866708	1.7139124744655463E-7
89500000	-49950.81242771606	-47375.35246214607	-2575.4599655699944	-47375.35246214607	2.0502707144078648E8	9.79982295291948E8	0.1288690677749957	3.8225155156750708	0.3493946149219594	0.1288690677749957	1.2209571189309936	0.3493946149219594	123143	15	1.0442765558531832	0.45697516680870215	1	1	0.45697516680870215	1.0442765558531832	0	0.19611789408386834	0.05952697405140422	0.18631133035147135	0.5580438015132709	1.0	-2566.611623448178	1.5389624737351348E-7
90000000	-49942.25795124635	-47368.65958402023	-2573.59836722612	-47368.65958402023	2.0631595472921598E8	9.666879151595606E8	0.14833116869456758	3.738190849740232	0.3497048472009607	0.14833116869456758	1.2657371184686885	0.3497048472009607	123143	15	1.1139290073854626	0.4732680311716171	1	1	0.4732680311716171	1.1139290073854626	0	0.19651270542949256	0.05874323984157496	0.19068089029683746	0.5540631644321093	1.0	-2564.5782410002494	1.535385678721742E-7
90500000	-49951.637894435684	-47379.27270392045	-2572.3651905152346	-47379.27270392045	2.0001210758355933E8	9.571266999538931E8	0.1326657615306965	3.7740101030264923	0.3551101055659655	0.1326657615306965	1.2504381627801546	0.3551101055659655	123143	15	0.9898364463067981	0.45790986947350154	1	1	0.45790986947350154	0.9898364463067981	0	0.20445510263959552	0.05830195885120054	0.18923013084430962	0.5480128076649092	1.0	-2563.560292963577	1.4693004819874177E-7
91000000	-49948.112377475445	-47371.865976038534	-2576.2464014369075	-47371.865976038534	2.0248394177117118E8	9.726945209930271E8	0.13111314010804737	3.904221200932939	0.37440618020131394	0.13111314010804737	1.1212608825280845	0.3378854561215375	123145	16	1.4234906073953648	0.5043111701915882	1	1	0.5043111701915882	1.4234906073953648	0	0.19337963172159353	0.060824758772203	0.18957194639308625	0.5562236631131319	1.0	-2566.3934036014293	1.4125685182494923E-7
91500000	-49942.03519408194	-47370.340213731404	-2571.6949803505327	-47370.340213731404	2.0459762657037735E8	9.558720990352117E8	0.15524633804431257	3.7252748590368547	0.3514236234967015	0.15524633804431257	1.2613852178810836	0.3514236234967015	123143	15	1.031563313655489	0.47138182438569604	1	1	0.47138182438569604	1.031563313655489	0	0.20268030262327028	0.058023147636050675	0.18367661230176321	0.5556199374389302	1.0	-2562.765228148925	1.5832969930131332E-7
92000000	-49932.44808833631	-47356.33615456891	-2576.1119337673986	-47356.33615456891	2.0895757416221178E8	9.725663852577143E8	0.1473583719170855	3.8576388633654104	0.3360620211322699	0.1473583719170855	1.1755203505358511	0.3360620211322699	123143	15	0.9034824752564269	0.4740488142175803	1	1	0.4740488142175803	0.9034824752564269	0	0.19060015814265677	0.06140950416410583	0.18380109502777936	0.5641892426654724	1.0	-2567.310258005603	1.3474492103669178E-7
92500000	-49940.21068337749	-47368.60747549425	-2571.603207883234	-47368.60747549425	2.036806899606922E8	9.556122894427603E8	0.14081605756893864	3.802650907207725	0.34465995261719623	0.14081605756893864	1.2263970724199806	0.34465995261719623	123143	15	0.9751241207264719	0.4783751452046489	1	1	0.4783751452046489	0.9751241207264719	0	0.193229939594218	0.05895553509247697	0.18756598015112416	0.5602485451621946	1.0	-2562.700350350652	1.609105911083668E-7
93000000	-49958.821712876954	-47386.421281059665	-2572.4004318172883	-47386.421281059665	2.03862793452156E8	9.567027647463531E8	0.11331576836043107	3.8279553572575105	0.35701284071748995	0.11331576836043107	1.2313874245866208	0.35701284071748995	123143	15	1.0028892522205817	0.47333866007288294	1	1	0.47333866007288294	1.0028892522205817	0	0.19910094841866038	0.061804129399653004	0.19038672089402495	0.5487082012876753	1.0	-2563.503714756388	1.7594635864620038E-7
93500000	-49951.6299848187	-47380.34784980301	-2571.2821350156905	-47380.34784980301	2.0275677861540076E8	9.551792290909282E8	0.142502257649955	3.806665454877665	0.33323205544692136	0.142502257649955	1.2418659189285586	0.33323205544692136	123143	15	0.8692811839776455	0.45216414810641126	1	1	0.45216414810641126	0.8692811839776455	0	0.1966829793961303	0.059303889871920396	0.18296572085975965	0.5610474098722035	1.0	-2562.63446124014	1.6005402934911075E-7
94000000	-49956.987484398625	-47377.628271222726	-2579.3592131759	-47377.628271222726	2.1342493554863566E8	9.981125197097032E8	0.11154641796837104	3.9441493159294336	0.33815900349615746	0.11154641796837104	1.156439841141485	0.33815900349615746	123143	15	0.6877781809417916	0.42680185509767615	1	1	0.42680185509767615	0.6877781809417916	0	0.1983912235429203	0.06020078089986569	0.1825248728571746	0.5588831227000535	1.0	-2571.0452210650733	1.7794669563391544E-7
94500000	-49931.14452164344	-47355.99077055923	-2575.15375108421	-47355.99077055923	2.11239010463087E8	9.79826429057671E8	0.14632234312240647	3.7738658837794343	0.3340479696902534	0.1547883240902868	1.256927509627341	0.3340479696902534	123453	28	0.7287284181318998	0.4356974454896437	1	1	0.4356974454896437	0.7287284181318998	0	0.19522851776789413	0.057749248348580466	0.19009302637678	0.5569292075067585	1.0	-2566.5804874364485	1.542597220960061E-7
95000000	-49952.193875723795	-47379.06748963574	-2573.1263860880604	-47379.06748963574	2.020054809027356E8	9.616369447518175E8	0.140027113125709	3.8377719025948167	0.3456778453323418	0.15044416056654475	1.1804011330482262	0.3456778453323418	123453	28	0.9677261479430075	0.46203463314647397	1	1	0.46203463314647397	0.9677261479430075	0	0.19797458992252534	0.06014968976824137	0.18507024252331492	0.5568054777859304	1.0	-2564.1798808913077	1.7355773245674135E-7
95500000	-49976.319815794894	-47403.872511713955	-2572.4473040809407	-47403.872511713955	2.0069010270565557E8	9.593732633217492E8	0.15098690206167198	3.7814164296209	0.3698544561351691	0.15098690206167198	1.1769008539853996	0.3698544561351691	123143	15	1.0145344071907803	0.4545631240470357	1	1	0.4545631240470357	1.0145344071907803	0	0.19646128236672983	0.0591288535205191	0.18710640242277446	0.5573034616899885	1.0	-2563.630047204332	1.7117666489144585E-7
96000000	-49949.314325339095	-47374.11334952716	-2575.2009758119384	-47374.11334952716	2.0703692453016582E8	9.755518803015659E8	0.1483409546790133	3.7528395244831536	0.35138182240959115	0.1483409546790133	1.2477149213396204	0.35138182240959115	123143	15	1.2482975895021313	0.5003679532007398	1	1	0.5003679532007398	1.2482975895021313	0	0.19665640447085758	0.061963065534140514	0.1874593124283726	0.5539212175666405	1.0	-2565.888880942235	1.5621230925140497E-7
96500000	-49946.125113019596	-47375.633726155276	-2570.49138686432	-47375.633726155276	1.997098222907168E8	9.490270889390911E8	0.1316670682819638	3.8393149933200625	0.3502533749894264	0.1316670682819638	1.1968441201371305	0.3502533749894264	123143	15	0.9837364198353791	0.46541571506864887	1	1	0.46541571506864887	0.9837364198353791	0	0.19705094364328513	0.06043089052295505	0.18608497504124247	0.5564331907925285	1.0	-2561.657185103004	1.5954959894700866E-7
97000000	-49955.71635617752	-47373.760984608074	-2581.9553715694487	-47373.760984608074	2.1913671082566202E8	1.0182572843427773E9	0.14210782573032904	3.7932793850628137	0.3275825348959841	0.14210782573032904	1.2673398936845344	0.3275825348959841	123143	15	1.076520827730102	0.4897024541481605	1	1	0.4897024541481605	1.076520827730102	0	0.19657657634449877	0.06144910814323922	0.18805076446931573	0.5539235510429575	1.0	-2572.8875781124534	1.4048146295771713E-7
97500000	-49954.211412022145	-47384.960021511746	-2569.251390510401	-47384.960021511746	1.9730011048297936E8	9.379129517282448E8	0.10303068683933583	3.909601104812537	0.3809417586292796	0.10303068683933583	1.1224540042502107	0.3809417586292796	123143	15	1.1523142118254295	0.4843649242365073	1	1	0.4843649242365073	1.1523142118254295	0	0.19765385419807835	0.06165066858911226	0.18824008212325066	0.5524553950895692	1.0	-2560.1451963396566	1.7507797219929473E-7
98000000	-49942.940099910775	-47366.47624085186	-2576.4638590589193	-47366.47624085186	2.156193628109011E8	9.825895447354048E8	0.13912143580954361	3.8437004841707845	0.34715369592838335	0.13912143580954361	1.1837492523533453	0.34715369592838335	123143	15	1.0688012427728464	0.5006218942848589	1	1	0.5006218942848589	1.0688012427728464	0	0.19851392473752774	0.057760286232524806	0.18892481873166247	0.5548009702982962	1.0	-2567.339652833416	1.6756944614457408E-7
98500000	-49939.082971083786	-47372.372841486846	-2566.7101295969383	-47372.372841486846	1.9601979036398032E8	9.261077058868881E8	0.1585896831276198	3.7433271327910638	0.3500054206827978	0.1585896831276198	1.2394826595880815	0.3500054206827978	123143	15	0.8679980085242678	0.46313703513185983	1	1	0.46313703513185983	0.8679980085242678	0	0.19611327504968903	0.0603168190862504	0.1897442345908113	0.5538256712732604	1.0	-2557.991441276242	1.5978305040662504E-7
99000000	-49951.01983905872	-47383.06033219688	-2567.95950686184	-47383.06033219688	1.9857149885103044E8	9.297703465714505E8	0.13647943658976433	3.813356413881125	0.36972941565743617	0.13647943658976433	1.1742258816244544	0.36972941565743617	123143	15	1.2519524155347408	0.4824451966548467	1	1	0.4824451966548467	1.2519524155347408	0	0.19577476899133775	0.062160873194061196	0.19204992385148453	0.5500144339631273	1.0	-2558.7528935399982	1.75720927215625E-7
99500000	-49933.38423941664	-47365.48023328011	-2567.9040061365304	-47365.48023328011	1.9406302895540667E8	9.301975805891825E8	0.11497142080570207	3.903798754733578	0.3684932997299554	0.11497142080570207	1.150493133055613	0.34727197086942846	123145	16	0.7908915708364113	0.4436069864729433	1	1	0.4436069864729433	0.7908915708364113	0	0.1973691255578669	0.062196974035417074	0.18492296465331484	0.5555109357534123	1.0	-2559.031625846647	1.5279359321330247E-7
100000000	-49948.66572201748	-47385.04355530371	-2563.6221667137734	-47385.04355530371	1.9018227292205846E8	9.04454178050448E8	0.1288623430705648	3.782341255541083	0.3693076329100206	0.1288623430705648	1.2213187924977202	0.3693076329100206	123143	15	1.2779241121243814	0.48728872969733183	1	1	0.48728872969733183	1.2779241121243814	0	0.1947968719240882	0.05888708676996203	0.19581449397035103	0.5505015473356103	1.0	-2554.3606346750826	1.6327324968829856E-7
